comment,sentiment
2020 Rewind will just be a zoom call.,Neutral
Looking at this after seeing YouTube rewind 2018.,Neutral
YouTube Rewind 2018 makes this look decent...,Neutral
I miss this...,Neutral
TBH with each year and each rewind YouTube seems more and more disconnected from its video creators and viewers.,Positive
Who’s here after the 2018 rewind has 8 million dislikes??,Neutral
*me through almost the whole of the video*,Positive
who's here because of the odds one out?,Neutral
Rewind 2018 makes this video seem good,Positive
"BRUH, EVEN THIS WAS BETTER THAN Rewind 2018",Positive
Looking back at this now. The new rewind makes this look good,Positive
"Trends used to actually be trending, I swear nothing lasts longer than a week anymore",Neutral
Yt rewind 2018 makes this looks good. That's not a good sign,Neutral
2017: YouTube rewind,Neutral
"i thought this was terrible, but then, youtube rewind 2018 was born.",Negative
Don't lie after watching the odd ones out and going to the 2018 rewind you came here,Neutral
Plot twist : YouTube made this year's rewind to make 2017's rewind look good,Positive
man the 2018 rewind was so bad that now I feel this rewind was great,Neutral
"It's sad how i spent most of my time on the internet, yet i don't know most of these people...",Neutral
La nostalgia que genera ver estos videos del rewind... Te hace darte cuenta de lo rapido que pasa el tiempo,Neutral
Remember when everyone thought this was the worst rewind? Yeah good times,Neutral
You know what would really summarize this year on YouTube?,Positive
"Fidget spinners, Despacito, Jake Paul, and slime, and yet it’s still better than this year’s rewind.",Positive
man 2017 was far too iconic how did so much happen that year,Positive
Rewatching this again after 2019. This actually wasn’t even bad.,Negative
Remember when we thought this one sucked? Well 2018 made this look godly.,Neutral
Who else is going back to the old rewinds and appreciating them lmao,Positive
All these new gens calling this cringey can not be talking ,Neutral
2018 Rewind makes this look like gold,Neutral
- YouTubeRewind 2017 has Rejoined the chat,Neutral
"After rewind 2018, I actually enjoy this LMAO",Positive
idc what yall say i'll always miss this era and the rewinds ,Neutral
HAHAHAHAHAHAHA AND WE THOUGHT THIS WAS BAD,Negative
The 2018 one makes this look like art...,Neutral
starting to appreciate the youtube rewind 2017 after watching the 2018,Neutral
We All Miss 2017...,Neutral
Just when I thought the 2017 rewind was bad but after watching the one this year omg the 2017 one is still waaaay better,Neutral
That moment you go below rock bottom.,Neutral
this isn't youtube rewind?? wheres the demonitization?,Neutral
TheOdd1sout really got me watching old YouTube rewinds lmao,Positive
YouTube Rewind 2018 predictions;,Neutral
And we thought Youtube rewind couldn’t get any worse than this....,Negative
This YouTube rewind actually has more llikes than dislikes,Positive
Ppl here because of James’ new vid,Neutral
You are now legally allowed to like this video after seeing 2018 horrible youtube rewind,Negative
"Compared to 2018, this is amazing",Positive
¿Quién está aquí después de YouTube rewind 2018? 🇭🇳,Neutral
キヨ見に来た人用,Neutral
"Compared to the newest one, this one is at least fun to watch",Neutral
Still better than 2018...,Positive
"Compared to 2018, this is amazing.",Positive
"one of the best  youtube rewind ever, feels so nostalgic after 7 years",Positive
2017: damn that's a lot of dislikes,Neutral
Wow 2017 was a better year than 2018 according to youtube,Positive
"After watching 2018, 2017 doesn't seem too bad",Negative
Where we were happy back then…,Positive
Remember when everyone was saying this was the worst YouTube rewind ever? ,Negative
Rewind 2017 - was full of memes,Positive
Atleast it's better than YouTube rewind 2018,Positive
someone will watch it in 2024??,Neutral
At least I know most people in this one compared to 2018.,Neutral
Who came here to cleanse their soul after YouTube Rewind 2019?,Neutral
"This is like a real masterpiece after watching rewind 2018 more music,Good YouTuber , and not caring about talking",Positive
i miss these times sm,Neutral
Fortnite is gonna literally be half of Youtube Rewind 2018,Neutral
"Most people are thinking  2018 Rewind is terrible,  I agree....",Negative
2017:This rewind is 100% cringe.,Neutral
Hasta esto fue mejor que el Rewind hispano 2023,Neutral
2017 rewind: 2.1 Million Dislikes (2 years),Neutral
The rewind of 2017 was a lot better than the 2018 ... (My opinion),Positive
"“This is a difficult time, but we have been through difficult times before”",Negative
We thought this was bad... How wrong we was,Negative
