comment,sentiment
2018 YouTube: We have bad taste.,Negative
I can’t believe we’re not even getting our distasteful pandemic themed rewind this year,Negative
Youtube played it too safe... this is just a watchmojo video with no narrator.,Positive
Can’t believe we all managed to bully YouTube into just never making these videos again,Neutral
"Jesus, last year they had so much hate that they didn't even try this year.",Negative
They should have done a rewind for the end of the decade. Everyone would have liked that. Easy nostalgia bait,Positive
2018: the most disliked video in the history of YouTube ,Neutral
Imagine if YouTube rewind still existed and they added skibidi toilet to the 2023 rewind,Neutral
They Can't Silence Us.,Neutral
2018: Worst Youtube Rewind,Negative
"YouTube: Last year we made something with the most dislikes. So this year, let’s try to break that record.",Positive
almost 6 years later and i still think this is the most depressing way to end the rewinds,Neutral
This “rewind” is literally just a statistic video,Neutral
This wasn't a rewind.,Neutral
this was lazier than any other rewind. They literally turned Guinness book of world records,Neutral
"for anyone wondering. it has 9,6 million disslikes",Neutral
Whos here after Rewind 2020 got cancelled,Neutral
Okay but where is PewDiePie vs tseries that was iconic,Positive
Damn 3.4M likes with no dislikes! this video must be pretty awesome :D,Positive
"They shouldn't have stopped doing rewinds, one bad rewind doesn't mean they can't make good ones like years previous to 2018",Neutral
"If YouTube used other creators videos, Can the creators copystrike YouTube?",Neutral
Youtube is like that one teacher who tries to act cool but fails miserably.,Negative
"Well, let's see what Rewind 2020 beholds.",Neutral
social media feels so boring without youtube rewind,Negative
"Remember when you had an english project due the next day, and hadn’t even started so you threw together some half - assed project and hoped for the best?",Neutral
Youtube: We did our job,Neutral
YouTube this is not a rewind this is just a compilation.,Neutral
"It's really sad to see how YouTube Rewind ended like. It all started with fun, creators getting recognized and appearing (like animators) and nostalgia. It's even worse to know this is all YouTube's fault, because it didn't had to end like this.",Negative
we won’t forget the 9.5 million people who disliked this,Negative
YouTube is finally realizing its creators are better than them.,Positive
This rewind is just a watchmojo video without the voice over.,Neutral
"No soul, no passion, no love",Negative
Let’s demonitize creators and then feature them in our rewind that makes sense,Neutral
2020: YouTube Rewind - self isolating ,Neutral
I can’t believe I waited for a week to watch ms mojo without narration,Neutral
"Man Youtube you failed once but just bring Rewind back, we loved them",Neutral
i genuinely watched this thinking this was a trailer. proud of it. then i realized THIS was the rewind. wack.,Positive
"Before dislikes get removed, this had 10 million dislikes. Never forget the failures of YouTube",Neutral
The best thing about 2019 YouTube Rewind is that the creators can copyright this video because it is made by YouTube.,Positive
2018: random trash,Negative
"Youtube: ""T series, the first channel to hit 100 million subscribers",Positive
"Youtube: ""YOU did this. Blame yourselves.""",Neutral
2018: tried way too hard,Negative
"thank god they didnt do one in 2020, the following years couldn't hurt tho",Neutral
"""We cant be disliked if all we do is compile the most liked things, right?""",Positive
Youtube: “What did you like in 2019?”,Neutral
"YouTube: ""Half of YouTube's mission is to give everyone a voice""",Neutral
0:23 This is just plain passive aggressive.,Negative
i cant believe youtube made rewind 2019 as a watchmojo video like wtf,Negative
2018: Tried to hard,Negative
R.I.P. YouTube Rewind (2010-2019),Neutral
The fact that they had the confidence to make another rewind after the 2018 one makes me want to believe in humanity.,Neutral
I felt like I was watching watch mojo with a bigger budget,Neutral
Nice Top 10 video but where’s YouTube Rewind 2019??,Positive
This is the real reason they got rid of dislikes,Positive
I can't believe that youtube seriously ended the 2010's decade with a top 10.,Neutral
Only reason why I watched this is to see if they put Felix and Marzia’s wedding Thass it,Neutral
last year,Neutral
The last rewind is the most fitting as the world changed after this,Positive
2018 we made something you didn’t like,Neutral
Now I feel like rewind just lost its magic. Sorry.,Neutral
This is the laziest rewind I've ever watched in my entire life,Neutral
Don’t you dare call this a rewind,Neutral
If I wanted to see statistics I would literally just Google them wtf,Negative
I didn’t even know there was a 2019 rewind until today,Neutral
I like how 2019 dislikes are not because it's cringy but because of how little to no effort they're putting into the rewind,Neutral
YouTube rewind is coming back in 2024. im calling it,Neutral
2018: terrible,Negative
When your afraid to make your own content again so you just put clips of other videos,Neutral
2018:failed miserably,Negative
Our voices matter YouTube. Grow up.,Neutral
"Youtube: ""Lets give what people really liked""",Positive
"YouTube: Here, since you didn’t like last year, you do it.",Neutral
"Ah yes, what everyone wanted out of 2019: A top 10 video",Positive
"Hello again YouTube, I'm here five year after, I watch this rewind again and only think one thing..... IF WE TRY AGAIN THIS YEAR?",Neutral
Imagine 2020's Rewind,Neutral
i’m surprised “how to tie a tie” wasn’t in here,Neutral
pewdiepie: i have worst comment section,Negative
"0:10 this gives goosebumps, knowing even YouTube themselves were concerned ",Neutral
"This makes me so sad... Yeah, creators were highlighted... but their creativeness... maybe not so much. I know it costs a lot of time and energy, but I miss the rewinds of years past, with the youtubers actually being in the video, rather than their videos in the video.",Neutral
3.4M 9.5M as of 11/11/2021,Neutral
2018: At least we had a good rewind last year,Neutral
the last actual youtube rewind,Neutral
Petition for pewdiepie to make rewind again this year because youtube screwed it up again.,Neutral
Petition For Pewdiepie to make another better Rewind 2019,Positive
"""So in 2019, let's see what you DID like.""",Neutral
“We turned into a top 10 watch mojo video” - pewdiepie,Positive
2018: accidentally fell into a ditch,Neutral
"Damn WatchMojo steppecd up their game, taken over youtube",Negative
"Love YouTube really, but it’s dead since everything got “family friendly”  creators can’t do anything literally, its boring",Neutral
Bring back YouTube rewind guys! We all love and miss YouTube rewind! We all love laughing at how horrible it is ,Neutral
When YouTube starts a comment trend so people ignore the fact that they literally just made a compilation video,Neutral
Imagine a YouTube thinking about YouTube rewind and someone says “Let’s go with a WatchMojo video” and everyone just agreed,Neutral
Okay maybe you should make a decade rewind insted of a 2019 rewind,Positive
Imagine yt rewinds still exist in 2025 and they added those brainrotted AI-generated memes ,Neutral
2018: Everyone Controls Rewind,Neutral
When YouTuber videos are more creative than the ones who own YouTube!,Positive
All this shows is that YouTube can use copyright music but we cant...,Neutral
Good thing they stopped making rewind because imagine 2023 and 2024 being literally just about skibidi toilet ,Positive
Pewds is the first INDEPENDENT creator to hit 100 M,Neutral
Pewdiepie: “I have the worst comment section”,Negative
This is how we ended official Youtube Rewinds. Wow.,Neutral
I never thought I would want to go back to this point in time. ,Neutral
What about the animators too? They were popular and got in trending a lot! Atleast Pencilmation got in.,Positive
"Rewind 2019 will be better , they said.",Positive
I’m not sure if I should consider this a “rewind”,Negative
No more YouTube Rewinds and it’s consequences have been a disaster for the human race,Neutral
Where is my boy etika??,Neutral
